File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD13Q1_061__250m_16_days_NDVI_doy2017177000000_aid0001,_250m_16_days_NDVI,aid0001,2017-06-26,3227.0,0.0316,0.368,"(0.0316,0.368)",0.1064451,0.0337629,0.0011399,0.1162,0.1612,0.0953,0.0446,0.0861
MOD13Q1_061__250m_16_days_NDVI_doy2017193000000_aid0001,_250m_16_days_NDVI,aid0001,2017-07-12,3227.0,0.0519,0.2841,"(0.0519,0.2841)",0.1049459,0.0273431,0.0007476,0.11455,0.1544,0.0967,0.0519,0.0878
MOD13Q1_061__250m_16_days_NDVI_doy2017209000000_aid0001,_250m_16_days_NDVI,aid0001,2017-07-28,3227.0,0.0425,0.3644,"(0.0425,0.3644)",0.1067727,0.032821,0.0010772,0.1174,0.1636,0.0958,0.0425,0.08645
MOD13Q1_061__250m_16_days_NDVI_doy2017225000000_aid0001,_250m_16_days_NDVI,aid0001,2017-08-13,3227.0,0.0407,0.3521,"(0.0407,0.3521)",0.1099316,0.0327265,0.001071,0.1193,0.163,0.0988,0.0536,0.09
MOD13Q1_061__250m_16_days_NDVI_doy2017241000000_aid0001,_250m_16_days_NDVI,aid0001,2017-08-29,3227.0,0.0467,0.3609,"(0.0467,0.3609)",0.1087481,0.0329839,0.0010879,0.11885,0.1645,0.0976,0.0467,0.08825
MOD13Q1_061__250m_16_days_NDVI_doy2017257000000_aid0001,_250m_16_days_NDVI,aid0001,2017-09-14,3227.0,0.0527,0.3499,"(0.0527,0.3499)",0.1079252,0.031794,0.0010109,0.1177,0.1616,0.0971,0.0527,0.0884
MOD13Q1_061__250m_16_days_NDVI_doy2017273000000_aid0001,_250m_16_days_NDVI,aid0001,2017-09-30,3227.0,0.0512,0.3476,"(0.0512,0.3476)",0.1070379,0.0320349,0.0010262,0.11665,0.1612,0.0966,0.0512,0.0869
MOD13Q1_061__250m_16_days_NDVI_doy2017289000000_aid0001,_250m_16_days_NDVI,aid0001,2017-10-16,3227.0,0.0471,0.3362,"(0.0471,0.3362)",0.1055712,0.0311582,0.0009708,0.11595,0.1605,0.0955,0.0471,0.0862
MOD13Q1_061__250m_16_days_NDVI_doy2017305000000_aid0001,_250m_16_days_NDVI,aid0001,2017-11-01,3227.0,0.0481,0.3248,"(0.0481,0.3248)",0.1050278,0.0318204,0.0010125,0.1162,0.1627,0.0946,0.0481,0.0852
MOD13Q1_061__250m_16_days_NDVI_doy2017321000000_aid0001,_250m_16_days_NDVI,aid0001,2017-11-17,3227.0,0.0465,0.3164,"(0.0465,0.3164)",0.104958,0.0313096,0.0009803,0.11385,0.1555,0.095,0.0465,0.086
MOD13Q1_061__250m_16_days_NDVI_doy2017337000000_aid0001,_250m_16_days_NDVI,aid0001,2017-12-03,3227.0,0.042,0.4111,"(0.042,0.4111)",0.1080723,0.0339851,0.001155,0.118,0.1631,0.0978,0.042,0.0875
MOD13Q1_061__250m_16_days_NDVI_doy2017353000000_aid0001,_250m_16_days_NDVI,aid0001,2017-12-19,3227.0,0.0409,0.3421,"(0.0409,0.3421)",0.1042905,0.0310826,0.0009661,0.1132,0.1544,0.0951,0.0442,0.0856
MOD13Q1_061__250m_16_days_NDVI_doy2018001000000_aid0001,_250m_16_days_NDVI,aid0001,2018-01-01,3227.0,0.0419,0.376,"(0.0419,0.376)",0.1031017,0.0324746,0.0010546,0.1116,0.153,0.0935,0.0475,0.08385
MOD13Q1_061__250m_16_days_NDVI_doy2018017000000_aid0001,_250m_16_days_NDVI,aid0001,2018-01-17,3227.0,0.0372,0.3046,"(0.0372,0.3046)",0.1005162,0.0300924,0.0009056,0.10855,0.1479,0.0924,0.0437,0.0823
MOD13Q1_061__250m_16_days_NDVI_doy2018033000000_aid0001,_250m_16_days_NDVI,aid0001,2018-02-02,3227.0,0.034,0.291,"(0.034,0.291)",0.1014369,0.0260526,0.0006787,0.1106,0.1484,0.0945,0.0485,0.0853
MOD13Q1_061__250m_16_days_NDVI_doy2018049000000_aid0001,_250m_16_days_NDVI,aid0001,2018-02-18,3227.0,0.0349,0.3103,"(0.0349,0.3103)",0.1053922,0.0304842,0.0009293,0.11705,0.163,0.0961,0.0502,0.0864
MOD13Q1_061__250m_16_days_NDVI_doy2018065000000_aid0001,_250m_16_days_NDVI,aid0001,2018-03-06,3227.0,0.0439,0.2904,"(0.0439,0.2904)",0.1055175,0.0300505,0.000903,0.1159,0.159,0.0965,0.0439,0.0868
MOD13Q1_061__250m_16_days_NDVI_doy2018081000000_aid0001,_250m_16_days_NDVI,aid0001,2018-03-22,3227.0,0.044,0.2967,"(0.044,0.2967)",0.1040108,0.0271656,0.000738,0.1117,0.148,0.096,0.0523,0.0874
MOD13Q1_061__250m_16_days_NDVI_doy2018097000000_aid0001,_250m_16_days_NDVI,aid0001,2018-04-07,3227.0,0.0377,0.34,"(0.0377,0.34)",0.1057481,0.0295636,0.000874,0.1163,0.1588,0.0963,0.0455,0.0878
MOD13Q1_061__250m_16_days_NDVI_doy2018113000000_aid0001,_250m_16_days_NDVI,aid0001,2018-04-23,3227.0,0.0451,0.3429,"(0.0451,0.3429)",0.1109672,0.032583,0.0010617,0.12295,0.1704,0.0999,0.0451,0.0911
MOD13Q1_061__250m_16_days_NDVI_doy2018129000000_aid0001,_250m_16_days_NDVI,aid0001,2018-05-09,3227.0,0.046,0.338,"(0.046,0.338)",0.1045525,0.0306134,0.0009372,0.11465,0.1573,0.0948,0.046,0.0861
MOD13Q1_061__250m_16_days_NDVI_doy2018145000000_aid0001,_250m_16_days_NDVI,aid0001,2018-05-25,3227.0,0.0455,0.3652,"(0.0455,0.3652)",0.1089713,0.033097,0.0010954,0.1191,0.1638,0.0978,0.0455,0.0891
MOD13Q1_061__250m_16_days_NDVI_doy2018161000000_aid0001,_250m_16_days_NDVI,aid0001,2018-06-10,3227.0,0.0505,0.3488,"(0.0505,0.3488)",0.1034044,0.0302987,0.000918,0.11375,0.1571,0.0936,0.0505,0.0848
MOD13Q1_061__250m_16_days_NDVI_doy2018177000000_aid0001,_250m_16_days_NDVI,aid0001,2018-06-26,3227.0,0.0463,0.3761,"(0.0463,0.3761)",0.1059947,0.0336929,0.0011352,0.11625,0.1622,0.0948,0.0463,0.0856
MOD13Q1_061__250m_16_days_NDVI_doy2018193000000_aid0001,_250m_16_days_NDVI,aid0001,2018-07-12,3227.0,0.0363,0.3292,"(0.0363,0.3292)",0.1028275,0.0312422,0.0009761,0.1141,0.1598,0.0925,0.0442,0.0835
MOD13Q1_061__250m_16_days_NDVI_doy2018209000000_aid0001,_250m_16_days_NDVI,aid0001,2018-07-28,3227.0,0.043,0.3571,"(0.043,0.3571)",0.1076096,0.0344593,0.0011874,0.1184,0.1658,0.096,0.043,0.0868
MOD13Q1_061__250m_16_days_NDVI_doy2018225000000_aid0001,_250m_16_days_NDVI,aid0001,2018-08-13,3227.0,0.0472,0.3361,"(0.0472,0.3361)",0.1056049,0.0334542,0.0011192,0.1162,0.1627,0.0941,0.0472,0.0851
MOD13Q1_061__250m_16_days_NDVI_doy2018241000000_aid0001,_250m_16_days_NDVI,aid0001,2018-08-29,3227.0,0.0483,0.359,"(0.0483,0.359)",0.1080887,0.0326118,0.0010635,0.11765,0.1615,0.0972,0.0483,0.0884
MOD13Q1_061__250m_16_days_NDVI_doy2018257000000_aid0001,_250m_16_days_NDVI,aid0001,2018-09-14,3227.0,0.0448,0.3631,"(0.0448,0.3631)",0.108728,0.033171,0.0011003,0.1199,0.1674,0.0968,0.0448,0.0882
MOD13Q1_061__250m_16_days_NDVI_doy2018273000000_aid0001,_250m_16_days_NDVI,aid0001,2018-09-30,3227.0,0.05,0.3487,"(0.05,0.3487)",0.1068433,0.0311183,0.0009683,0.11575,0.1573,0.0962,0.05,0.088
MOD13Q1_061__250m_16_days_NDVI_doy2018289000000_aid0001,_250m_16_days_NDVI,aid0001,2018-10-16,3227.0,0.0523,0.3411,"(0.0523,0.3411)",0.1083541,0.0310198,0.0009622,0.11745,0.1598,0.0984,0.0523,0.0892
MOD13Q1_061__250m_16_days_NDVI_doy2018305000000_aid0001,_250m_16_days_NDVI,aid0001,2018-11-01,3227.0,0.0502,0.3211,"(0.0502,0.3211)",0.1066371,0.0321742,0.0010352,0.1158,0.1591,0.0958,0.0502,0.0869
MOD13Q1_061__250m_16_days_NDVI_doy2018321000000_aid0001,_250m_16_days_NDVI,aid0001,2018-11-17,3227.0,0.0486,0.3415,"(0.0486,0.3415)",0.1096077,0.03589,0.0012881,0.12135,0.1724,0.0971,0.0486,0.0873
MOD13Q1_061__250m_16_days_NDVI_doy2018337000000_aid0001,_250m_16_days_NDVI,aid0001,2018-12-03,3227.0,0.0351,0.3776,"(0.0351,0.3776)",0.1138238,0.0412089,0.0016982,0.12685,0.1839,0.0996,0.0351,0.0887
MOD13Q1_061__250m_16_days_NDVI_doy2018353000000_aid0001,_250m_16_days_NDVI,aid0001,2018-12-19,3227.0,0.023,0.3426,"(0.023,0.3426)",0.1047645,0.0354009,0.0012532,0.11515,0.1612,0.0941,0.0379,0.08405
MOD13Q1_061__250m_16_days_NDVI_doy2019001000000_aid0001,_250m_16_days_NDVI,aid0001,2019-01-01,3227.0,0.0184,0.344,"(0.0184,0.344)",0.0984522,0.033646,0.0011321,0.1091,0.1548,0.0889,0.0344,0.0786
MOD13Q1_061__250m_16_days_NDVI_doy2019017000000_aid0001,_250m_16_days_NDVI,aid0001,2019-01-17,3227.0,0.0145,0.3171,"(0.0145,0.3171)",0.0998065,0.0296446,0.0008788,0.1092,0.1502,0.0916,0.0414,0.0817
MOD13Q1_061__250m_16_days_NDVI_doy2019033000000_aid0001,_250m_16_days_NDVI,aid0001,2019-02-02,3227.0,0.0166,0.3437,"(0.0166,0.3437)",0.105894,0.0326052,0.0010631,0.11825,0.168,0.0963,0.036,0.085
MOD13Q1_061__250m_16_days_NDVI_doy2019049000000_aid0001,_250m_16_days_NDVI,aid0001,2019-02-18,3227.0,0.0371,0.3603,"(0.0371,0.3603)",0.1013798,0.0293106,0.0008591,0.11045,0.1495,0.0939,0.05,0.0841
MOD13Q1_061__250m_16_days_NDVI_doy2019065000000_aid0001,_250m_16_days_NDVI,aid0001,2019-03-06,3227.0,0.0355,0.3275,"(0.0355,0.3275)",0.1045784,0.030003,0.0009002,0.1163,0.1622,0.0965,0.0409,0.0857
MOD13Q1_061__250m_16_days_NDVI_doy2019081000000_aid0001,_250m_16_days_NDVI,aid0001,2019-03-22,3227.0,0.031,0.3008,"(0.031,0.3008)",0.1015866,0.0272901,0.0007447,0.1112,0.1506,0.0947,0.0482,0.0849
MOD13Q1_061__250m_16_days_NDVI_doy2019097000000_aid0001,_250m_16_days_NDVI,aid0001,2019-04-07,3227.0,0.0475,0.2945,"(0.0475,0.2945)",0.1040156,0.0278398,0.0007751,0.1137,0.1544,0.0969,0.0475,0.0864
MOD13Q1_061__250m_16_days_NDVI_doy2019113000000_aid0001,_250m_16_days_NDVI,aid0001,2019-04-23,3227.0,0.0557,0.3066,"(0.0557,0.3066)",0.0991597,0.0258208,0.0006667,0.10735,0.1442,0.0926,0.0557,0.0827
MOD13Q1_061__250m_16_days_NDVI_doy2019129000000_aid0001,_250m_16_days_NDVI,aid0001,2019-05-09,3227.0,0.048,0.31,"(0.048,0.31)",0.1045055,0.0294769,0.0008689,0.11325,0.153,0.0959,0.048,0.0863
MOD13Q1_061__250m_16_days_NDVI_doy2019145000000_aid0001,_250m_16_days_NDVI,aid0001,2019-05-25,3227.0,0.0513,0.3357,"(0.0513,0.3357)",0.1062427,0.0318144,0.0010122,0.1162,0.1601,0.0964,0.0513,0.0869
MOD13Q1_061__250m_16_days_NDVI_doy2019161000000_aid0001,_250m_16_days_NDVI,aid0001,2019-06-10,3227.0,0.0367,0.3505,"(0.0367,0.3505)",0.1059198,0.034136,0.0011653,0.11535,0.1601,0.095,0.05,0.0855
MOD13Q1_061__250m_16_days_NDVI_doy2019177000000_aid0001,_250m_16_days_NDVI,aid0001,2019-06-26,3227.0,0.0472,0.394,"(0.0472,0.394)",0.1078049,0.0336633,0.0011332,0.1163,0.1589,0.0972,0.0472,0.0879
MOD13Q1_061__250m_16_days_NDVI_doy2019193000000_aid0001,_250m_16_days_NDVI,aid0001,2019-07-12,3227.0,0.0456,0.3856,"(0.0456,0.3856)",0.1048411,0.0343423,0.0011794,0.1142,0.1594,0.0942,0.0456,0.084
MOD13Q1_061__250m_16_days_NDVI_doy2019209000000_aid0001,_250m_16_days_NDVI,aid0001,2019-07-28,3227.0,0.0473,0.3557,"(0.0473,0.3557)",0.106435,0.0342077,0.0011702,0.1153,0.1588,0.0958,0.0473,0.0862
MOD13Q1_061__250m_16_days_NDVI_doy2019225000000_aid0001,_250m_16_days_NDVI,aid0001,2019-08-13,3227.0,0.0437,0.3866,"(0.0437,0.3866)",0.1072967,0.0342973,0.0011763,0.11685,0.1618,0.0957,0.0437,0.0866
MOD13Q1_061__250m_16_days_NDVI_doy2019241000000_aid0001,_250m_16_days_NDVI,aid0001,2019-08-29,3227.0,0.0521,0.3594,"(0.0521,0.3594)",0.1084443,0.0351007,0.0012321,0.1182,0.1643,0.097,0.0521,0.08735
MOD13Q1_061__250m_16_days_NDVI_doy2019257000000_aid0001,_250m_16_days_NDVI,aid0001,2019-09-14,3227.0,0.0551,0.3552,"(0.0551,0.3552)",0.1092421,0.0329971,0.0010888,0.1182,0.161,0.0983,0.0551,0.0896
MOD13Q1_061__250m_16_days_NDVI_doy2019273000000_aid0001,_250m_16_days_NDVI,aid0001,2019-09-30,3227.0,0.0532,0.344,"(0.0532,0.344)",0.1075297,0.0316108,0.0009992,0.1155,0.1551,0.0979,0.0532,0.0891
MOD13Q1_061__250m_16_days_NDVI_doy2019289000000_aid0001,_250m_16_days_NDVI,aid0001,2019-10-16,3227.0,0.0553,0.3383,"(0.0553,0.3383)",0.1104863,0.033105,0.0010959,0.12345,0.1749,0.0998,0.0553,0.089
MOD13Q1_061__250m_16_days_NDVI_doy2019305000000_aid0001,_250m_16_days_NDVI,aid0001,2019-11-01,3227.0,0.049,0.4024,"(0.049,0.4024)",0.1101281,0.0358569,0.0012857,0.123,0.1756,0.0981,0.049,0.08775
MOD13Q1_061__250m_16_days_NDVI_doy2019321000000_aid0001,_250m_16_days_NDVI,aid0001,2019-11-17,3227.0,0.0366,0.3829,"(0.0366,0.3829)",0.108463,0.0351715,0.001237,0.12,0.1699,0.0975,0.0366,0.0866
MOD13Q1_061__250m_16_days_NDVI_doy2019337000000_aid0001,_250m_16_days_NDVI,aid0001,2019-12-03,3227.0,0.0407,0.4217,"(0.0407,0.4217)",0.1106444,0.0367602,0.0013513,0.12275,0.1742,0.0989,0.0407,0.0883
MOD13Q1_061__250m_16_days_NDVI_doy2019353000000_aid0001,_250m_16_days_NDVI,aid0001,2019-12-19,3227.0,0.0275,0.3894,"(0.0275,0.3894)",0.1023666,0.0339245,0.0011509,0.11285,0.159,0.0927,0.0371,0.082
MOD13Q1_061__250m_16_days_NDVI_doy2020001000000_aid0001,_250m_16_days_NDVI,aid0001,2020-01-01,3227.0,0.0211,0.411,"(0.0211,0.411)",0.1062712,0.0361796,0.001309,0.11775,0.1672,0.096,0.0359,0.08465
MOD13Q1_061__250m_16_days_NDVI_doy2020017000000_aid0001,_250m_16_days_NDVI,aid0001,2020-01-17,3227.0,0.0388,0.3416,"(0.0388,0.3416)",0.1068236,0.0322301,0.0010388,0.11775,0.1629,0.0988,0.0432,0.0874
MOD13Q1_061__250m_16_days_NDVI_doy2020033000000_aid0001,_250m_16_days_NDVI,aid0001,2020-02-02,3227.0,0.0301,0.4453,"(0.0301,0.4453)",0.10366,0.031852,0.0010145,0.1133,0.1558,0.0954,0.0439,0.0847
MOD13Q1_061__250m_16_days_NDVI_doy2020049000000_aid0001,_250m_16_days_NDVI,aid0001,2020-02-18,3227.0,0.0156,0.3903,"(0.0156,0.3903)",0.1040275,0.0319015,0.0010177,0.1135,0.1556,0.0955,0.0451,0.0854
MOD13Q1_061__250m_16_days_NDVI_doy2020065000000_aid0001,_250m_16_days_NDVI,aid0001,2020-03-05,3227.0,0.0301,0.4071,"(0.0301,0.4071)",0.1047809,0.0323289,0.0010452,0.1161,0.1629,0.0955,0.0381,0.0849
MOD13Q1_061__250m_16_days_NDVI_doy2020081000000_aid0001,_250m_16_days_NDVI,aid0001,2020-03-21,3227.0,0.0302,0.4008,"(0.0302,0.4008)",0.1031724,0.0310972,0.000967,0.114,0.1582,0.0941,0.0411,0.08435
MOD13Q1_061__250m_16_days_NDVI_doy2020097000000_aid0001,_250m_16_days_NDVI,aid0001,2020-04-06,3227.0,0.0228,0.3558,"(0.0228,0.3558)",0.1044084,0.0320661,0.0010282,0.1144,0.1581,0.0948,0.0427,0.0852
MOD13Q1_061__250m_16_days_NDVI_doy2020113000000_aid0001,_250m_16_days_NDVI,aid0001,2020-04-22,3227.0,0.0397,0.3337,"(0.0397,0.3337)",0.0994416,0.030577,0.000935,0.1113,0.1563,0.0916,0.0397,0.08115
MOD13Q1_061__250m_16_days_NDVI_doy2020129000000_aid0001,_250m_16_days_NDVI,aid0001,2020-05-08,3227.0,0.0465,0.3731,"(0.0465,0.3731)",0.1074688,0.0336466,0.0011321,0.1169,0.1614,0.098,0.0465,0.0872
MOD13Q1_061__250m_16_days_NDVI_doy2020145000000_aid0001,_250m_16_days_NDVI,aid0001,2020-05-24,3227.0,0.0445,0.3558,"(0.0445,0.3558)",0.1060156,0.0347708,0.001209,0.1168,0.1648,0.095,0.0445,0.0848
MOD13Q1_061__250m_16_days_NDVI_doy2020161000000_aid0001,_250m_16_days_NDVI,aid0001,2020-06-09,3227.0,0.0402,0.3859,"(0.0402,0.3859)",0.1068125,0.0352443,0.0012422,0.11715,0.1645,0.0957,0.0402,0.0853
MOD13Q1_061__250m_16_days_NDVI_doy2020177000000_aid0001,_250m_16_days_NDVI,aid0001,2020-06-25,3227.0,0.0382,0.392,"(0.0382,0.392)",0.1101822,0.0356471,0.0012707,0.12045,0.1677,0.0989,0.0485,0.0889
MOD13Q1_061__250m_16_days_NDVI_doy2020193000000_aid0001,_250m_16_days_NDVI,aid0001,2020-07-11,3227.0,0.0497,0.3996,"(0.0497,0.3996)",0.1108515,0.035844,0.0012848,0.12075,0.1683,0.0997,0.0497,0.0889
MOD13Q1_061__250m_16_days_NDVI_doy2020209000000_aid0001,_250m_16_days_NDVI,aid0001,2020-07-27,3227.0,0.048,0.3953,"(0.048,0.3953)",0.1081852,0.0352308,0.0012412,0.1171,0.162,0.097,0.048,0.08715
MOD13Q1_061__250m_16_days_NDVI_doy2020225000000_aid0001,_250m_16_days_NDVI,aid0001,2020-08-12,3227.0,0.0448,0.4168,"(0.0448,0.4168)",0.1100589,0.0366403,0.0013425,0.12,0.1671,0.098,0.0448,0.0885
MOD13Q1_061__250m_16_days_NDVI_doy2020241000000_aid0001,_250m_16_days_NDVI,aid0001,2020-08-28,3227.0,0.054,0.4212,"(0.054,0.4212)",0.112301,0.0353734,0.0012513,0.1223,0.1688,0.101,0.054,0.0913
MOD13Q1_061__250m_16_days_NDVI_doy2020257000000_aid0001,_250m_16_days_NDVI,aid0001,2020-09-13,3227.0,0.0601,0.4497,"(0.0601,0.4497)",0.1126848,0.035328,0.0012481,0.122,0.1673,0.1012,0.0601,0.0918
MOD13Q1_061__250m_16_days_NDVI_doy2020273000000_aid0001,_250m_16_days_NDVI,aid0001,2020-09-29,3227.0,0.0492,0.4152,"(0.0492,0.4152)",0.1117494,0.0357511,0.0012781,0.12025,0.1639,0.1006,0.0492,0.0911
MOD13Q1_061__250m_16_days_NDVI_doy2020289000000_aid0001,_250m_16_days_NDVI,aid0001,2020-10-15,3227.0,0.0563,0.4248,"(0.0563,0.4248)",0.1125208,0.0358716,0.0012868,0.1206,0.1634,0.1015,0.0563,0.092
MOD13Q1_061__250m_16_days_NDVI_doy2020305000000_aid0001,_250m_16_days_NDVI,aid0001,2020-10-31,3227.0,0.0552,0.4185,"(0.0552,0.4185)",0.1096437,0.0347288,0.0012061,0.1181,0.1607,0.0996,0.0552,0.08965
MOD13Q1_061__250m_16_days_NDVI_doy2020321000000_aid0001,_250m_16_days_NDVI,aid0001,2020-11-16,3227.0,0.0435,0.4213,"(0.0435,0.4213)",0.1109511,0.0360014,0.0012961,0.1215,0.1691,0.1007,0.0435,0.0895
MOD13Q1_061__250m_16_days_NDVI_doy2020337000000_aid0001,_250m_16_days_NDVI,aid0001,2020-12-02,3227.0,0.0431,0.4101,"(0.0431,0.4101)",0.1080431,0.0351924,0.0012385,0.12035,0.1703,0.0975,0.0431,0.08685
MOD13Q1_061__250m_16_days_NDVI_doy2020353000000_aid0001,_250m_16_days_NDVI,aid0001,2020-12-18,3227.0,0.0394,0.3804,"(0.0394,0.3804)",0.1104007,0.0354529,0.0012569,0.1216,0.1705,0.0999,0.0456,0.0889
MOD13Q1_061__250m_16_days_NDVI_doy2021001000000_aid0001,_250m_16_days_NDVI,aid0001,2021-01-01,3227.0,0.042,0.3515,"(0.042,0.3515)",0.1039158,0.0302791,0.0009168,0.1122,0.1509,0.0963,0.0479,0.08635
MOD13Q1_061__250m_16_days_NDVI_doy2021017000000_aid0001,_250m_16_days_NDVI,aid0001,2021-01-17,3227.0,0.0405,0.4267,"(0.0405,0.4267)",0.1062844,0.0342472,0.0011729,0.11625,0.161,0.0967,0.0438,0.0863
MOD13Q1_061__250m_16_days_NDVI_doy2021033000000_aid0001,_250m_16_days_NDVI,aid0001,2021-02-02,3227.0,0.0349,0.4018,"(0.0349,0.4018)",0.1063319,0.0321362,0.0010327,0.1164,0.1584,0.0983,0.0476,0.0882
MOD13Q1_061__250m_16_days_NDVI_doy2021049000000_aid0001,_250m_16_days_NDVI,aid0001,2021-02-18,3227.0,0.0338,0.3582,"(0.0338,0.3582)",0.1032095,0.0246572,0.000608,0.11205,0.1465,0.0979,0.0562,0.089
MOD13Q1_061__250m_16_days_NDVI_doy2021065000000_aid0001,_250m_16_days_NDVI,aid0001,2021-03-06,3227.0,0.0464,0.414,"(0.0464,0.414)",0.1036812,0.0282581,0.0007985,0.1116,0.1467,0.0965,0.0538,0.0882
MOD13Q1_061__250m_16_days_NDVI_doy2021081000000_aid0001,_250m_16_days_NDVI,aid0001,2021-03-22,3227.0,0.0353,0.3921,"(0.0353,0.3921)",0.1003079,0.0275118,0.0007569,0.1088,0.1451,0.0937,0.0484,0.08455
MOD13Q1_061__250m_16_days_NDVI_doy2021097000000_aid0001,_250m_16_days_NDVI,aid0001,2021-04-07,3227.0,0.0499,0.3685,"(0.0499,0.3685)",0.1027423,0.0270547,0.000732,0.1114,0.1476,0.0957,0.0509,0.0872
MOD13Q1_061__250m_16_days_NDVI_doy2021113000000_aid0001,_250m_16_days_NDVI,aid0001,2021-04-23,3227.0,0.0475,0.3643,"(0.0475,0.3643)",0.1057227,0.0296212,0.0008774,0.1151,0.1547,0.0973,0.0485,0.0883
MOD13Q1_061__250m_16_days_NDVI_doy2021129000000_aid0001,_250m_16_days_NDVI,aid0001,2021-05-09,3227.0,0.046,0.4098,"(0.046,0.4098)",0.1074039,0.0338918,0.0011487,0.11605,0.1579,0.0972,0.0469,0.0881
MOD13Q1_061__250m_16_days_NDVI_doy2021145000000_aid0001,_250m_16_days_NDVI,aid0001,2021-05-25,3227.0,0.049,0.432,"(0.049,0.432)",0.1063474,0.033035,0.0010913,0.1159,0.1585,0.0963,0.049,0.0874
MOD13Q1_061__250m_16_days_NDVI_doy2021161000000_aid0001,_250m_16_days_NDVI,aid0001,2021-06-10,3227.0,0.0517,0.4375,"(0.0517,0.4375)",0.1096281,0.0349418,0.0012209,0.1176,0.1593,0.0991,0.0517,0.0898
MOD13Q1_061__250m_16_days_NDVI_doy2021177000000_aid0001,_250m_16_days_NDVI,aid0001,2021-06-26,3227.0,0.053,0.4288,"(0.053,0.4288)",0.1084148,0.0356484,0.0012708,0.1177,0.1621,0.0972,0.053,0.0881
MOD13Q1_061__250m_16_days_NDVI_doy2021193000000_aid0001,_250m_16_days_NDVI,aid0001,2021-07-12,3227.0,0.0417,0.4073,"(0.0417,0.4073)",0.1073786,0.0343434,0.0011795,0.1157,0.1577,0.0968,0.0531,0.0876
MOD13Q1_061__250m_16_days_NDVI_doy2021209000000_aid0001,_250m_16_days_NDVI,aid0001,2021-07-28,3227.0,0.0525,0.4333,"(0.0525,0.4333)",0.1136589,0.033133,0.0010978,0.1203,0.1569,0.1046,0.0591,0.0958
MOD13Q1_061__250m_16_days_NDVI_doy2021225000000_aid0001,_250m_16_days_NDVI,aid0001,2021-08-13,3227.0,0.056,0.4712,"(0.056,0.4712)",0.1098191,0.0341606,0.0011669,0.11935,0.1641,0.0991,0.056,0.0893
MOD13Q1_061__250m_16_days_NDVI_doy2021241000000_aid0001,_250m_16_days_NDVI,aid0001,2021-08-29,3227.0,0.0507,0.4904,"(0.0507,0.4904)",0.1102444,0.0330948,0.0010953,0.119,0.1613,0.0998,0.0507,0.0907
MOD13Q1_061__250m_16_days_NDVI_doy2021257000000_aid0001,_250m_16_days_NDVI,aid0001,2021-09-14,3227.0,0.0544,0.4595,"(0.0544,0.4595)",0.1079759,0.0328237,0.0010774,0.1162,0.1569,0.0979,0.0544,0.0889
MOD13Q1_061__250m_16_days_NDVI_doy2021273000000_aid0001,_250m_16_days_NDVI,aid0001,2021-09-30,3227.0,0.0501,0.3804,"(0.0501,0.3804)",0.1076997,0.0311168,0.0009683,0.1159,0.1559,0.0984,0.0501,0.0892
MOD13Q1_061__250m_16_days_NDVI_doy2021289000000_aid0001,_250m_16_days_NDVI,aid0001,2021-10-16,3227.0,0.0448,0.3255,"(0.0448,0.3255)",0.1055302,0.0289117,0.0008359,0.11445,0.1537,0.0972,0.0538,0.08785
MOD13Q1_061__250m_16_days_NDVI_doy2021305000000_aid0001,_250m_16_days_NDVI,aid0001,2021-11-01,3227.0,0.0451,0.383,"(0.0451,0.383)",0.1098262,0.0337469,0.0011389,0.11875,0.1613,0.1,0.0532,0.0902
MOD13Q1_061__250m_16_days_NDVI_doy2021321000000_aid0001,_250m_16_days_NDVI,aid0001,2021-11-17,3227.0,0.0371,0.3697,"(0.0371,0.3697)",0.1086297,0.0332975,0.0011087,0.119,0.164,0.0983,0.0446,0.089
MOD13Q1_061__250m_16_days_NDVI_doy2021337000000_aid0001,_250m_16_days_NDVI,aid0001,2021-12-03,3227.0,0.0328,0.2807,"(0.0328,0.2807)",0.0870316,0.0250919,0.0006296,0.0942,0.1266,0.0809,0.0409,0.0725
MOD13Q1_061__250m_16_days_NDVI_doy2021353000000_aid0001,_250m_16_days_NDVI,aid0001,2021-12-19,3227.0,0.028,0.3326,"(0.028,0.3326)",0.1021958,0.0301457,0.0009088,0.1129,0.1562,0.0942,0.0422,0.084
MOD13Q1_061__250m_16_days_NDVI_doy2022001000000_aid0001,_250m_16_days_NDVI,aid0001,2022-01-01,3227.0,0.0287,0.3634,"(0.0287,0.3634)",0.1041036,0.0322431,0.0010396,0.11465,0.1578,0.0956,0.0434,0.0858
MOD13Q1_061__250m_16_days_NDVI_doy2022017000000_aid0001,_250m_16_days_NDVI,aid0001,2022-01-17,3227.0,0.0382,0.3714,"(0.0382,0.3714)",0.1051887,0.0320062,0.0010244,0.1163,0.1609,0.0963,0.0418,0.08625
MOD13Q1_061__250m_16_days_NDVI_doy2022033000000_aid0001,_250m_16_days_NDVI,aid0001,2022-02-02,3227.0,0.033,0.3354,"(0.033,0.3354)",0.0995072,0.0279266,0.0007799,0.10945,0.1485,0.0922,0.0444,0.0834
