File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD13Q1_061__250m_16_days_NDVI_doy2022049000000_aid0001,_250m_16_days_NDVI,aid0001,2022-02-18,3227.0,0.0373,0.3261,"(0.0373,0.3261)",0.100961,0.0256815,0.0006595,0.10955,0.1436,0.0951,0.052,0.0865
MOD13Q1_061__250m_16_days_NDVI_doy2022065000000_aid0001,_250m_16_days_NDVI,aid0001,2022-03-06,3227.0,0.0299,0.3421,"(0.0299,0.3421)",0.0986222,0.0261498,0.0006838,0.1062,0.1393,0.0924,0.0516,0.0841
MOD13Q1_061__250m_16_days_NDVI_doy2022081000000_aid0001,_250m_16_days_NDVI,aid0001,2022-03-22,3227.0,0.0418,0.3723,"(0.0418,0.3723)",0.1003802,0.0253049,0.0006403,0.108,0.1409,0.0942,0.0533,0.08595
MOD13Q1_061__250m_16_days_NDVI_doy2022097000000_aid0001,_250m_16_days_NDVI,aid0001,2022-04-07,3227.0,0.0366,0.4296,"(0.0366,0.4296)",0.1043964,0.0306348,0.0009385,0.11375,0.1535,0.0963,0.0474,0.08715
MOD13Q1_061__250m_16_days_NDVI_doy2022113000000_aid0001,_250m_16_days_NDVI,aid0001,2022-04-23,3227.0,0.045,0.3862,"(0.045,0.3862)",0.1013343,0.0288134,0.0008302,0.10945,0.1463,0.0934,0.0498,0.0848
MOD13Q1_061__250m_16_days_NDVI_doy2022129000000_aid0001,_250m_16_days_NDVI,aid0001,2022-05-09,3227.0,0.044,0.3548,"(0.044,0.3548)",0.1033874,0.0311986,0.0009734,0.1126,0.1538,0.0943,0.044,0.0851
MOD13Q1_061__250m_16_days_NDVI_doy2022145000000_aid0001,_250m_16_days_NDVI,aid0001,2022-05-25,3227.0,0.0401,0.3321,"(0.0401,0.3321)",0.1067642,0.0320329,0.0010261,0.1172,0.1607,0.0967,0.0444,0.0877
MOD13Q1_061__250m_16_days_NDVI_doy2022161000000_aid0001,_250m_16_days_NDVI,aid0001,2022-06-10,3227.0,0.0474,0.3606,"(0.0474,0.3606)",0.106972,0.0338578,0.0011463,0.1179,0.1646,0.0959,0.0474,0.0866
MOD13Q1_061__250m_16_days_NDVI_doy2022177000000_aid0001,_250m_16_days_NDVI,aid0001,2022-06-26,3227.0,0.0459,0.3659,"(0.0459,0.3659)",0.1068059,0.0335799,0.0011276,0.11745,0.1643,0.0959,0.0459,0.0862
MOD13Q1_061__250m_16_days_NDVI_doy2022193000000_aid0001,_250m_16_days_NDVI,aid0001,2022-07-12,3227.0,0.0449,0.3726,"(0.0449,0.3726)",0.1084951,0.0343447,0.0011796,0.1182,0.1629,0.0974,0.0449,0.0882
MOD13Q1_061__250m_16_days_NDVI_doy2022209000000_aid0001,_250m_16_days_NDVI,aid0001,2022-07-28,3227.0,0.0472,0.4567,"(0.0472,0.4567)",0.1076818,0.0344483,0.0011867,0.1182,0.1642,0.0966,0.0472,0.0875
MOD13Q1_061__250m_16_days_NDVI_doy2022225000000_aid0001,_250m_16_days_NDVI,aid0001,2022-08-13,3227.0,0.049,0.4051,"(0.049,0.4051)",0.1092376,0.0332721,0.001107,0.11895,0.1632,0.0985,0.049,0.0894
MOD13Q1_061__250m_16_days_NDVI_doy2022241000000_aid0001,_250m_16_days_NDVI,aid0001,2022-08-29,3227.0,0.0463,0.4146,"(0.0463,0.4146)",0.108011,0.0343851,0.0011823,0.1171,0.1613,0.097,0.0463,0.0876
MOD13Q1_061__250m_16_days_NDVI_doy2022257000000_aid0001,_250m_16_days_NDVI,aid0001,2022-09-14,3227.0,0.0544,0.3953,"(0.0544,0.3953)",0.109224,0.0333887,0.0011148,0.1189,0.1635,0.0983,0.0544,0.089
MOD13Q1_061__250m_16_days_NDVI_doy2022273000000_aid0001,_250m_16_days_NDVI,aid0001,2022-09-30,3227.0,0.0427,0.3769,"(0.0427,0.3769)",0.1069938,0.0302807,0.0009169,0.1165,0.1582,0.0979,0.0511,0.0885
MOD13Q1_061__250m_16_days_NDVI_doy2022289000000_aid0001,_250m_16_days_NDVI,aid0001,2022-10-16,3227.0,0.0322,0.362,"(0.0322,0.362)",0.1128875,0.0321501,0.0010336,0.12675,0.1779,0.1036,0.0428,0.0922
MOD13Q1_061__250m_16_days_NDVI_doy2022305000000_aid0001,_250m_16_days_NDVI,aid0001,2022-11-01,3227.0,0.0522,0.3706,"(0.0522,0.3706)",0.1131571,0.0347333,0.0012064,0.1263,0.1792,0.1016,0.0522,0.0909
MOD13Q1_061__250m_16_days_NDVI_doy2022321000000_aid0001,_250m_16_days_NDVI,aid0001,2022-11-17,3227.0,0.0519,0.3572,"(0.0519,0.3572)",0.112703,0.0319537,0.001021,0.1244,0.1725,0.1035,0.0519,0.0923
MOD13Q1_061__250m_16_days_NDVI_doy2022337000000_aid0001,_250m_16_days_NDVI,aid0001,2022-12-03,3227.0,0.0366,0.4343,"(0.0366,0.4343)",0.1109695,0.0355361,0.0012628,0.12135,0.1681,0.1005,0.0477,0.0901
MOD13Q1_061__250m_16_days_NDVI_doy2022353000000_aid0001,_250m_16_days_NDVI,aid0001,2022-12-19,3227.0,0.0448,0.4192,"(0.0448,0.4192)",0.1122935,0.0347326,0.0012064,0.1241,0.1744,0.1016,0.0448,0.0904
MOD13Q1_061__250m_16_days_NDVI_doy2023001000000_aid0001,_250m_16_days_NDVI,aid0001,2023-01-01,3227.0,0.0335,0.3584,"(0.0335,0.3584)",0.1103135,0.0354809,0.0012589,0.12175,0.1716,0.0991,0.0408,0.0885
MOD13Q1_061__250m_16_days_NDVI_doy2023017000000_aid0001,_250m_16_days_NDVI,aid0001,2023-01-17,3227.0,0.0046,0.4044,"(0.0046,0.4044)",0.109001,0.0334253,0.0011173,0.1202,0.1672,0.0997,0.0426,0.0886
MOD13Q1_061__250m_16_days_NDVI_doy2023033000000_aid0001,_250m_16_days_NDVI,aid0001,2023-02-02,3227.0,0.0382,0.4104,"(0.0382,0.4104)",0.1081574,0.0333852,0.0011146,0.11805,0.1617,0.0984,0.0469,0.0888
MOD13Q1_061__250m_16_days_NDVI_doy2023049000000_aid0001,_250m_16_days_NDVI,aid0001,2023-02-18,3227.0,0.0524,0.4205,"(0.0524,0.4205)",0.1074809,0.0281821,0.0007942,0.1162,0.1531,0.0997,0.0559,0.09155
MOD13Q1_061__250m_16_days_NDVI_doy2023065000000_aid0001,_250m_16_days_NDVI,aid0001,2023-03-06,3227.0,0.0401,0.4356,"(0.0401,0.4356)",0.1042336,0.0310753,0.0009657,0.114,0.1548,0.0963,0.0476,0.0867
MOD13Q1_061__250m_16_days_NDVI_doy2023081000000_aid0001,_250m_16_days_NDVI,aid0001,2023-03-22,3227.0,0.0304,0.3841,"(0.0304,0.3841)",0.1066452,0.0315092,0.0009928,0.1172,0.1594,0.099,0.046,0.0887
MOD13Q1_061__250m_16_days_NDVI_doy2023097000000_aid0001,_250m_16_days_NDVI,aid0001,2023-04-07,3227.0,0.0285,0.4345,"(0.0285,0.4345)",0.1083904,0.0319194,0.0010188,0.11995,0.1648,0.0996,0.0474,0.0898
MOD13Q1_061__250m_16_days_NDVI_doy2023113000000_aid0001,_250m_16_days_NDVI,aid0001,2023-04-23,3227.0,0.0262,0.3526,"(0.0262,0.3526)",0.1053093,0.0309666,0.0009589,0.1147,0.1553,0.0963,0.0488,0.0876
MOD13Q1_061__250m_16_days_NDVI_doy2023129000000_aid0001,_250m_16_days_NDVI,aid0001,2023-05-09,3227.0,0.0383,0.3206,"(0.0383,0.3206)",0.1062418,0.0318588,0.001015,0.11625,0.1595,0.0968,0.0446,0.0874
MOD13Q1_061__250m_16_days_NDVI_doy2023145000000_aid0001,_250m_16_days_NDVI,aid0001,2023-05-25,3227.0,0.0362,0.3237,"(0.0362,0.3237)",0.1074503,0.032364,0.0010474,0.1183,0.1632,0.0976,0.0444,0.0882
MOD13Q1_061__250m_16_days_NDVI_doy2023161000000_aid0001,_250m_16_days_NDVI,aid0001,2023-06-10,3227.0,0.044,0.3327,"(0.044,0.3327)",0.1075724,0.0332952,0.0011086,0.11865,0.1651,0.0972,0.044,0.0876
MOD13Q1_061__250m_16_days_NDVI_doy2023177000000_aid0001,_250m_16_days_NDVI,aid0001,2023-06-26,3227.0,0.0368,0.3589,"(0.0368,0.3589)",0.1093936,0.0353124,0.001247,0.1215,0.1715,0.0987,0.0419,0.0881
MOD13Q1_061__250m_16_days_NDVI_doy2023193000000_aid0001,_250m_16_days_NDVI,aid0001,2023-07-12,3227.0,0.0373,0.3489,"(0.0373,0.3489)",0.1105905,0.0349527,0.0012217,0.12185,0.1708,0.0998,0.0422,0.0891
MOD13Q1_061__250m_16_days_NDVI_doy2023209000000_aid0001,_250m_16_days_NDVI,aid0001,2023-07-28,3227.0,0.0347,0.4155,"(0.0347,0.4155)",0.1114835,0.0376668,0.0014188,0.12295,0.1737,0.0996,0.043,0.0891
MOD13Q1_061__250m_16_days_NDVI_doy2023225000000_aid0001,_250m_16_days_NDVI,aid0001,2023-08-13,3227.0,0.0272,0.5157,"(0.0272,0.5157)",0.1122548,0.0409287,0.0016752,0.1229,0.1725,0.0998,0.0419,0.08945
MOD13Q1_061__250m_16_days_NDVI_doy2023241000000_aid0001,_250m_16_days_NDVI,aid0001,2023-08-29,3227.0,0.0457,0.4665,"(0.0457,0.4665)",0.1097596,0.0366808,0.0013455,0.12045,0.1674,0.0983,0.0457,0.0891
MOD13Q1_061__250m_16_days_NDVI_doy2023257000000_aid0001,_250m_16_days_NDVI,aid0001,2023-09-14,3227.0,0.052,0.5917,"(0.052,0.5917)",0.1138938,0.0417485,0.0017429,0.12465,0.1754,0.1008,0.052,0.0904
MOD13Q1_061__250m_16_days_NDVI_doy2023273000000_aid0001,_250m_16_days_NDVI,aid0001,2023-09-30,3227.0,0.0367,0.5013,"(0.0367,0.5013)",0.1088889,0.0353076,0.0012466,0.11835,0.162,0.0989,0.0486,0.089
MOD13Q1_061__250m_16_days_NDVI_doy2023289000000_aid0001,_250m_16_days_NDVI,aid0001,2023-10-16,3227.0,0.0459,0.4743,"(0.0459,0.4743)",0.1096633,0.0343595,0.0011806,0.1205,0.168,0.0988,0.0459,0.0884
MOD13Q1_061__250m_16_days_NDVI_doy2023305000000_aid0001,_250m_16_days_NDVI,aid0001,2023-11-01,3227.0,0.0424,0.3023,"(0.0424,0.3023)",0.107892,0.0307092,0.0009431,0.1187,0.1638,0.0987,0.0477,0.0884
MOD13Q1_061__250m_16_days_NDVI_doy2023321000000_aid0001,_250m_16_days_NDVI,aid0001,2023-11-17,3227.0,0.0391,0.3426,"(0.0391,0.3426)",0.1082718,0.0341663,0.0011673,0.12065,0.1719,0.0979,0.0391,0.0864
MOD13Q1_061__250m_16_days_NDVI_doy2023337000000_aid0001,_250m_16_days_NDVI,aid0001,2023-12-03,3227.0,0.0244,0.3035,"(0.0244,0.3035)",0.1032762,0.0299831,0.000899,0.11545,0.1618,0.095,0.0386,0.0842
